"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a238c0000054JAgAAM","false","CLA-BD-0009720","","","","","","","","","a258c000004VBK2AAO","0.0","","Framing Labor","","58.0","","","","","42168924289082108","0.0","0.0","","0.0"
"a238c0000054JAhAAM","false","CLA-BD-0009721","","","","","","","","","a258c000004VBJtAAO","0.0","","Fire Sprinkler (if required)","","77.0","","","","","42170226308006394","0.0","0.0","0.0","0.0"
"a238c0000054JAiAAM","false","CLA-BD-0009722","","","","","","","","","a258c000004VBJyAAO","0.0","","Change Orders","","36.0","","","","","42170675643985792","0.0","0.0","","0.0"
"a238c0000054JAjAAM","false","CLA-BD-0009723","","","","","","","","","a258c000004VBK2AAO","0.0","","Acoustic Tile","","67.0","","","","","42170807342540267","0.0","0.0","","0.0"
"a238c0000054JAkAAM","false","CLA-BD-0009724","","","","","","","","","a258c000004VBJsAAO","0.0","","Caulking","","91.0","","","","","42175315619277448","0.0","0.0","0.0","0.0"
"a238c0000054JAlAAM","false","CLA-BD-0009725","","","","","","","","","a258c000004VBJuAAO","0.0","","Studs/Drywall/EIFS","","16.0","","","","","42176846389711442","0.0","0.0","","0.0"
"a238c0000054JAmAAM","false","CLA-BD-0009726","","","","","","","","","a258c000004VBJwAAO","0.0","","Site Demolition","","22.0","","","","","42177152423341940","0.0","0.0","","0.0"
"a238c0000054JAnAAM","false","CLA-BD-0009727","","","","","","","","","a258c000004VBJyAAO","0.0","","HVAC","","27.0","","","","","42177971940197582","0.0","0.0","","0.0"
"a238c0000054JAoAAM","false","CLA-BD-0009728","","","","","","","","","a258c000004VBJtAAO","0.0","","Relocate Transformer","","17.0","","","","","42181539951540127","0.0","0.0","0.0","0.0"
"a238c0000054JApAAM","false","CLA-BD-0009729","","","","","","","","","a258c000004VBK1AAO","0.0","","New electric service","","4.0","","","","","42183599780153861","0.0","0.0","0.0","0.0"
"a238c0000054JAqAAM","false","CLA-BD-0009730","","","","","","","","","a258c000004VBJwAAO","0.0","","Concrete light bases","","28.0","","","","","42186177799062347","0.0","0.0","","0.0"
"a238c0000054JArAAM","false","CLA-BD-0009731","","","","","","","","","a258c000004VBJyAAO","0.0","","Rough Carpentry","","9.0","","","","","42186477170971291","0.0","0.0","","0.0"
"a238c0000054JAsAAM","false","CLA-BD-0009732","","","","","","","","","a258c000004VBJwAAO","0.0","","Street light - new or relocate","","6.0","","","","","42187275572397520","0.0","0.0","","0.0"
"a238c0000054JAtAAM","false","CLA-BD-0009733","","","","","","","","","a258c000004VBJwAAO","0.0","","Telephone Underground","","33.0","","","","","42187573017495140","0.0","0.0","","0.0"
"a238c0000054JAuAAM","false","CLA-BD-0009734","","","","","","","","","a258c000004VBJsAAO","0.0","","Sheet Metal","","63.0","","","","","42188408956358596","0.0","0.0","0.0","0.0"
"a238c0000054JAvAAM","false","CLA-BD-0009735","","","","","","","","","a258c000004VBJuAAO","0.0","","Electrical","","28.0","","","","","42188989038045684","0.0","0.0","","0.0"
"a238c0000054JAwAAM","false","CLA-BD-0009736","","","","","","","","","a258c000004VBK2AAO","0.0","","Dumpster Approach","","41.0","","","","","42190664268791184","0.0","0.0","","0.0"
"a238c0000054JAxAAM","false","CLA-BD-0009737","","","","","","","","","a258c000004VBJtAAO","0.0","","Acoustic Tile","","67.0","","","","","42191944663585617","0.0","0.0","0.0","0.0"
"a238c0000054JAyAAM","false","CLA-BD-0009738","","","","","","","","","a258c000004VBK1AAO","0.0","","Barricades/Signs","","45.0","","","","","42192239253638820","0.0","0.0","0.0","0.0"
"a238c0000054JAzAAM","false","CLA-BD-0009739","","","","","","","","","a258c000004VBK2AAO","0.0","","Misc.","","92.0","","","","","42194169842629848","0.0","0.0","","0.0"
"a238c0000054JB0AAM","false","CLA-BD-0009740","","","","","","","","","a258c000004VBK2AAO","0.0","","Toilet accessories","","72.0","","","","","42195507416887283","0.0","0.0","","0.0"
"a238c0000054JB1AAM","false","CLA-BD-0009741","","","","","","","","","a258c000004VBK2AAO","0.0","","Water to Property line","","2.0","","","","","42199871695302012","0.0","0.0","","0.0"
"a238c0000054JB2AAM","false","CLA-BD-0009742","","","","","","","","","a258c000004VBJsAAO","0.0","","Concrete paving","","34.0","","","","","42200079024029368","0.0","0.0","0.0","0.0"
"a238c0000054JB3AAM","false","CLA-BD-0009743","","","","","","","","","a258c000004VBJxAAO","0.0","","Water to Property line","","2.0","","","","","42201648372502112","0.0","0.0","","0.0"
"a238c0000054JB4AAM","false","CLA-BD-0009744","","","","","","","","","a258c000004VBK2AAO","0.0","","100 ft secondary service","","84.0","","","","","42204880286422384","0.0","0.0","","0.0"
"a238c0000054JB5AAM","false","CLA-BD-0009745","","","","","","","","","a258c000004VBJxAAO","0.0","","Misc.","","92.0","","","","","42206016565678220","0.0","0.0","","0.0"
"a238c0000054JB6AAM","false","CLA-BD-0009746","","","","","","","","","a258c000004VBJsAAO","0.0","","Power pole - new or relocate","","5.0","","","","","42206251288009433","0.0","0.0","0.0","0.0"
"a238c0000054JB7AAM","false","CLA-BD-0009747","","","","","","","","","a258c000004VBJsAAO","0.0","","Building Demolition","","48.0","","","","","42207372473423763","0.0","0.0","0.0","0.0"
"a238c0000054JB8AAM","false","CLA-BD-0009748","","","","","","","","","a258c000004VBJwAAO","0.0","","Telephone Pole","","7.0","","","","","42207527558585657","0.0","0.0","","0.0"
"a238c0000054JB9AAM","false","CLA-BD-0009749","","","","","","","","","a258c000004VBJrAAO","0.0","","Fabric Awnings","","23.0","","","","","42213282786068714","0.0","0.0","","0.0"
"a238c0000054JBAAA2","false","CLA-BD-0009750","","","","","","","","","a258c000004VBK2AAO","0.0","","Lighting Fixtures","","85.0","","","","","42215949425087760","0.0","0.0","","0.0"
"a238c0000054JBBAA2","false","CLA-BD-0009751","","","","","","","","","a258c000004VBJtAAO","0.0","","Rough Carpentry Labor","","61.0","","","","","42217825328155276","0.0","0.0","0.0","0.0"
"a238c0000054JBCAA2","false","CLA-BD-0009752","","","","","","","","","a258c000004VBJxAAO","0.0","","Framing Labor","","58.0","","","","","42219187947961236","0.0","0.0","","0.0"
"a238c0000054JBDAA2","false","CLA-BD-0009753","","","","","","","","","a258c000004VBJyAAO","0.0","","Allowance - Precast Concrete Pane","","35.0","","","","","42220507909550622","0.0","0.0","","0.0"
"a238c0000054JBEAA2","false","CLA-BD-0009754","","","","","","","","","a258c000004VBJzAAO","0.0","","Site Stripping (ADA)","","17.0","","","","","42220684932176928","0.0","0.0","","0.0"
"a238c0000054JBFAA2","false","CLA-BD-0009755","","","","","","","","","a258c000004VBJzAAO","0.0","","Ceiling","","6.0","","","","","42221293008872870","0.0","0.0","","0.0"
"a238c0000054JBGAA2","false","CLA-BD-0009756","","","","","","","","","a258c000004VBK2AAO","0.0","","Erosion & Dust Control","","39.0","","","","","42221921378992327","0.0","0.0","","0.0"
"a238c0000054JBHAA2","false","CLA-BD-0009757","","","","","","","","","a258c000004VBJyAAO","0.0","","Painting","","21.0","","","","","42224007828553103","0.0","0.0","","0.0"
"a238c0000054JBIAA2","false","CLA-BD-0009758","","","","","","","","","a258c000004VBK1AAO","0.0","","Plumbing","","76.0","","","","","42224740558143605","0.0","0.0","0.0","0.0"
"a238c0000054JBJAA2","false","CLA-BD-0009759","","","","","","","","","a258c000004VBJwAAO","0.0","","Fire Sprinkler Service","","38.0","","","","","42228655742502084","0.0","0.0","","0.0"
"a238c0000054JBKAA2","false","CLA-BD-0009760","","","","","","","","","a258c000004VBJvAAO","0.0","","Electrical and Low Voltage","","1.0","","","","","42233422314797350","0.0","0.0","","0.0"
"a238c0000054JBLAA2","false","CLA-BD-0009761","","","","","","","","","a258c000004VBJtAAO","0.0","","Asphalt paving & striping","","35.0","","","","","42234173799137127","0.0","0.0","0.0","0.0"
"a238c0000054JBMAA2","false","CLA-BD-0009762","","","","","","","","","a258c000004VBJyAAO","0.0","","Building Excavator","","4.0","","","","","42234563457709883","0.0","0.0","","0.0"
"a238c0000054JBNAA2","false","CLA-BD-0009763","","","","","","","","","a258c000004VBK1AAO","0.0","","100 ft secondary service","","84.0","","","","","42234761231708690","0.0","0.0","0.0","0.0"
"a238c0000054JBOAA2","false","CLA-BD-0009764","","","","","","","","","a258c000004VBJtAAO","0.0","","Erosion & Dust Control","","39.0","","","","","42235224020067253","0.0","0.0","0.0","0.0"
"a238c0000054JBPAA2","false","CLA-BD-0009765","","","","","","","","","a258c000004VBJqAAO","0.0","","Concrete Fill In Plumbing Trenches","","16.0","","","","","42236629603077187","0.0","0.0","","0.0"
"a238c0000054JBQAA2","false","CLA-BD-0009766","","","","","","","","","a258c000004VBK1AAO","0.0","","Grade fill / cut","","21.0","","","","","42236820734771253","0.0","0.0","0.0","0.0"
"a238c0000054JBRAA2","false","CLA-BD-0009767","","","","","","","","","a258c000004VBJqAAO","0.0","","Roofing","","19.0","","","","","42240424705720451","0.0","0.0","","0.0"
"a238c0000054JBSAA2","false","CLA-BD-0009768","","","","","","","","","a258c000004VBJyAAO","0.0","","Fabric Awnings","","23.0","","","","","42243053056206176","0.0","0.0","","0.0"
"a238c0000054JBTAA2","false","CLA-BD-0009769","","","","","","","","","a258c000004VBJtAAO","0.0","","Glass & Glazing","","65.0","","","","","42248475218039040","0.0","0.0","0.0","0.0"
"a238c0000054JBUAA2","false","CLA-BD-0009770","","","","","","","","","a258c000004VBJsAAO","0.0","","Bollard w/ Covers","","37.0","","","","","42248664503149205","0.0","0.0","0.0","0.0"
"a238c0000054JBVAA2","false","CLA-BD-0009771","","","","","","","","","a258c000004VBK2AAO","0.0","","Rough Carpentry Labor","","61.0","","","","","42249517223268373","0.0","0.0","","0.0"
"a238c0000054JBWAA2","false","CLA-BD-0009772","","","","","","","","","a258c000004VBK1AAO","0.0","","New Curb & Gutter","","11.0","","","","","42250481686314941","0.0","0.0","0.0","0.0"
"a238c0000054JBXAA2","false","CLA-BD-0009773","","","","","","","","","a258c000004VBK2AAO","0.0","","Traffic signals - new or relocate","","9.0","","","","","42251505709774248","0.0","0.0","","0.0"
"a238c0000054JBYAA2","false","CLA-BD-0009774","","","","","","","","","a258c000004VBJtAAO","0.0","","Sheet Metal","","63.0","","","","","42252665831283691","0.0","0.0","0.0","0.0"
"a238c0000054JBZAA2","false","CLA-BD-0009775","","","","","","","","","a258c000004VBJxAAO","0.0","","Cedar brackets","","79.0","","","","","42253615364242791","0.0","0.0","","0.0"
"a238c0000054JBaAAM","false","CLA-BD-0009776","","","","","","","","","a258c000004VBJwAAO","0.0","","Toilet accessories","","72.0","","","","","42256006731957790","0.0","0.0","","0.0"
"a238c0000054JBbAAM","false","CLA-BD-0009777","","","","","","","","","a258c000004VBJxAAO","0.0","","Metal Doors & Frames","","55.0","","","","","42256647036099142","0.0","0.0","","0.0"
"a238c0000054JBcAAM","false","CLA-BD-0009778","","","","","","","","","a258c000004VBJrAAO","0.0","","Misc. Specialities","","22.0","","","","","42256909611715017","0.0","0.0","","0.0"
"a238c0000054JBdAAM","false","CLA-BD-0009779","","","","","","","","","a258c000004VBJwAAO","0.0","","Misc.","","47.0","","","","","42258767515036447","0.0","0.0","","0.0"
"a238c0000054JBeAAM","false","CLA-BD-0009780","","","","","","","","","a258c000004VBJrAAO","0.0","","Sitework","","1.0","","","","","42259876109448765","0.0","0.0","","0.0"
"a238c0000054JBfAAM","false","CLA-BD-0009781","","","","","","","","","a258c000004VBJsAAO","0.0","","Building Concrete Labor","","50.0","","","","","42261323140418192","0.0","0.0","0.0","0.0"
"a238c0000054JBgAAM","false","CLA-BD-0009782","","","","","","","","","a258c000004VBJwAAO","0.0","","Metal Doors & Frames","","55.0","","","","","42261836211984392","0.0","0.0","","0.0"
"a238c0000054JBhAAM","false","CLA-BD-0009783","","","","","","","","","a258c000004VBK1AAO","0.0","","Painting","","68.0","","","","","42262576509217697","0.0","0.0","0.0","0.0"
"a238c0000054JBiAAM","false","CLA-BD-0009784","","","","","","","","","a258c000004VBJsAAO","0.0","","Electrical site work/labor","","29.0","","","","","42263170693042897","0.0","0.0","0.0","0.0"
"a238c0000054JBjAAM","false","CLA-BD-0009785","","","","","","","","","a258c000004VBK2AAO","0.0","","TABC - Air Balance (Required)","","75.0","","","","","42266264706262498","0.0","0.0","","0.0"
"a238c0000054JBkAAM","false","CLA-BD-0009786","","","","","","","","","a258c000004VBJxAAO","0.0","","Sewer to Property Line","","3.0","","","","","42266505547350310","0.0","0.0","","0.0"
"a238c0000054JBlAAM","false","CLA-BD-0009787","","","","","","","","","a258c000004VBJrAAO","0.0","","HVAC","","27.0","","","","","42268733549923004","0.0","0.0","","0.0"
"a238c0000054JBmAAM","false","CLA-BD-0009788","","","","","","","","","a258c000004VBK2AAO","0.0","","Concrete Foundation( Include building slab)","","51.0","","","","","42269273122953281","0.0","0.0","","0.0"
"a238c0000054JBnAAM","false","CLA-BD-0009789","","","","","","","","","a258c000004VBJsAAO","0.0","","Finish Hardware","","57.0","","","","","42269402882173841","0.0","0.0","0.0","0.0"
"a238c0000054JBoAAM","false","CLA-BD-0009790","","","","","","","","","a258c000004VBJuAAO","0.0","","Allowance - Precast Concrete Pane","","35.0","","","","","42269887768137400","0.0","0.0","","0.0"
"a238c0000054JBpAAM","false","CLA-BD-0009791","","","","","","","","","a258c000004VBJsAAO","0.0","","Termite Treat","","80.0","","","","","42272170558995070","0.0","0.0","0.0","0.0"
"a238c0000054JBqAAM","false","CLA-BD-0009792","","","","","","","","","a258c000004VBK1AAO","0.0","","Misc.","","92.0","","","","","42274099740851932","0.0","0.0","0.0","0.0"
"a238c0000054JBrAAM","false","CLA-BD-0009793","","","","","","","","","a258c000004VBJsAAO","0.0","","Wood Doors","","56.0","","","","","42274439386099310","0.0","0.0","0.0","0.0"
"a238c0000054JBsAAM","false","CLA-BD-0009794","","","","","","","","","a258c000004VBJrAAO","0.0","","Studs/Drywall/EIFS","","16.0","","","","","42276713881249053","0.0","0.0","","0.0"
"a238c0000054JBtAAM","false","CLA-BD-0009795","","","","","","","","","a258c000004VBJxAAO","0.0","","Toilet Partitions","","89.0","","","","","42277833491994927","0.0","0.0","","0.0"
"a238c0000054JBuAAM","false","CLA-BD-0009796","","","","","","","","","a258c000004VBK1AAO","0.0","","Gas to Property Line","","1.0","","","","","42281934543917441","0.0","0.0","0.0","0.0"
"a238c0000054JBvAAM","false","CLA-BD-0009797","","","","","","","","","a258c000004VBK1AAO","0.0","","Retaining wall","","23.0","","","","","42283035083601868","0.0","0.0","0.0","0.0"
"a238c0000054JBwAAM","false","CLA-BD-0009798","","","","","","","","","a258c000004VBJtAAO","0.0","","Street paving and markings","","14.0","","","","","42283130683781679","0.0","0.0","0.0","0.0"
"a238c0000054JBxAAM","false","CLA-BD-0009799","","","","","","","","","a258c000004VBJtAAO","0.0","","Power pole - new or relocate","","5.0","","","","","42284608811208046","0.0","0.0","0.0","0.0"
"a238c0000054JByAAM","false","CLA-BD-0009800","","","","","","","","","a258c000004VBJqAAO","0.0","","Site Stripping (ADA)","","17.0","","","","","42285761953227908","0.0","0.0","","0.0"
"a238c0000054JBzAAM","false","CLA-BD-0009801","","","","","","","","","a258c000004VBJsAAO","0.0","","Erosion & Dust Control","","39.0","","","","","42286666600463376","0.0","0.0","0.0","0.0"
"a238c0000054JC0AAM","false","CLA-BD-0009802","","","","","","","","","a258c000004VBJvAAO","0.0","","Insurance","","24.0","","","","","42289271271427194","0.0","0.0","","0.0"
"a238c0000054JC1AAM","false","CLA-BD-0009803","","","","","","","","","a258c000004VBJtAAO","0.0","","Sewer to Property Line","","3.0","","","","","42290149333314781","0.0","0.0","0.0","0.0"
"a238c0000054JC2AAM","false","CLA-BD-0009804","","","","","","","","","a258c000004VBK2AAO","0.0","","Metal Fab","","78.0","","","","","42292988888579410","0.0","0.0","","0.0"
"a238c0000054JC3AAM","false","CLA-BD-0009805","","","","","","","","","a258c000004VBK2AAO","0.0","","Building Concrete Labor","","50.0","","","","","42293394666726289","0.0","0.0","","0.0"
"a238c0000054JC4AAM","false","CLA-BD-0009806","","","","","","","","","a258c000004VBJyAAO","0.0","","Resilient and Carpet Flooring","","20.0","","","","","42294101294926636","0.0","0.0","","0.0"
"a238c0000054JC5AAM","false","CLA-BD-0009807","","","","","","","","","a258c000004VBK1AAO","0.0","","Wood Doors","","56.0","","","","","42294910189334532","0.0","0.0","0.0","0.0"
"a238c0000054JC6AAM","false","CLA-BD-0009808","","","","","","","","","a258c000004VBJxAAO","0.0","","Relocate Transformer","","17.0","","","","","42294989429437834","0.0","0.0","","0.0"
"a238c0000054JC7AAM","false","CLA-BD-0009809","","","","","","","","","a258c000004VBJzAAO","0.0","","General Conditions","","22.0","","","","","42295166231706383","0.0","0.0","","0.0"
"a238c0000054JC8AAM","false","CLA-BD-0009810","","","","","","","","","a258c000004VBK1AAO","0.0","","Rough Carpentry Material","","62.0","","","","","42295166467611592","0.0","0.0","0.0","0.0"
"a238c0000054JC9AAM","false","CLA-BD-0009811","","","","","","","","","a258c000004VBK1AAO","0.0","","Site Demolition","","22.0","","","","","42299411862446318","0.0","0.0","0.0","0.0"
"a238c0000054JCAAA2","false","CLA-BD-0009812","","","","","","","","","a258c000004VBK1AAO","0.0","","TABC - Air Balance (Required)","","75.0","","","","","42301443979286651","0.0","0.0","0.0","0.0"
"a238c0000054JCBAA2","false","CLA-BD-0009813","","","","","","","","","a258c000004VBK1AAO","0.0","","Street light - new or relocate","","6.0","","","","","42304383303506386","0.0","0.0","0.0","0.0"
"a238c0000054JCCAA2","false","CLA-BD-0009814","","","","","","","","","a258c000004VBJwAAO","0.0","","Power pole - new or relocate","","5.0","","","","","42306124667687421","0.0","0.0","","0.0"
"a238c0000054JCDAA2","false","CLA-BD-0009815","","","","","","","","","a258c000004VBJwAAO","0.0","","Wheel stops","","42.0","","","","","42306802859029115","0.0","0.0","","0.0"
"a238c0000054JCEAA2","false","CLA-BD-0009816","","","","","","","","","a258c000004VBK1AAO","0.0","","Traffic signals - new or relocate","","9.0","","","","","42307338668558386","0.0","0.0","0.0","0.0"
"a238c0000054JCFAA2","false","CLA-BD-0009817","","","","","","","","","a258c000004VBK1AAO","0.0","","Toilet accessories","","72.0","","","","","42307551287653416","0.0","0.0","0.0","0.0"
"a238c0000054JCGAA2","false","CLA-BD-0009818","","","","","","","","","a258c000004VBK2AAO","0.0","","Gas to Property Line","","1.0","","","","","42309434750367066","0.0","0.0","","0.0"
"a238c0000054JCHAA2","false","CLA-BD-0009819","","","","","","","","","a258c000004VBK2AAO","0.0","","Fire Sprinkler Service","","38.0","","","","","42312608860783791","0.0","0.0","","0.0"
"a238c0000054JCIAA2","false","CLA-BD-0009820","","","","","","","","","a258c000004VBJuAAO","0.0","","Allowance - Add'l Steel Support","","33.0","","","","","42315533256689689","0.0","0.0","","0.0"
